TCD_Max,TCD_AUC,TCD_Decay,TVOC_Skew,TVOC_Decay,TVOC_Kurtosis,Label
3.968394898667966,-46.535959237260855,0.201770143903919,2.083439219751805,0.1601223820995083,3.5337416856019246,propana
4.547514857055748,66.54125633077848,0.0053420215703462,1.8680728465196783,0.1709342396639808,2.452035713507878,propana
5.551397865597813,162.3054962132187,0.0079459268580808,2.064347492581257,0.1518533102271959,3.3958687562105805,propana
5.211642968288791,-24.92731094286347,0.1633682321234092,2.0695615461635084,0.1703145552828289,3.426318260370872,propana
5.817631589621164,939.3763030774152,0.0013614597133436,2.033933313248641,0.1736084551502008,3.223203507230497,propana
4.23537755337724,-62.490548884002656,0.0351300764195332,2.0745395046200725,0.1528063491130755,3.422808634101555,propana
6.20041444771418,-546.047370938943,0.3592504947466551,1.935271205987335,0.1579980828380783,2.718023837644842,propana
2.8367006304810696,4.241452936003512,0.1341774967388423,4.545115980906959,0.5161069398000194,20.33702497842311,spirtus
4.148544025717485,44.62610809034416,0.0622737936814225,1.9548034570583928,0.1577829353966712,2.825924883789966,propana
5.336133517256929,50.79111651072788,0.0363479089604452,1.933154995150478,0.1675385756480882,2.6924062133846487,propana
3.02617107912037,92.8003422349539,0.0095547146620773,4.498861631394895,0.5058829531818397,19.914521877945276,spirtus
5.638240893187883,58.27704768851885,0.029591699672002,2.0912831986651352,0.1587320540241494,3.487582031864698,propana
1.1418800885239957,-84.32054426146087,0.2276132741917964,4.420521723157195,0.5295849364886808,19.227676126335425,spirtus
5.620712459096838,59.77677799603469,0.0534269777110986,2.105061106761162,0.1814251213944586,3.607526793758014,propana
1.914980077348549,-48.37533894024618,-0.1738944840951185,4.433202205772404,0.5150218575435371,19.3638505856684,spirtus
2.577833692648753,200.46008478989415,0.0128198954499892,4.462152470349663,0.5659442455895182,19.56885667097146,spirtus
3.646970727372298,45.94624709978562,0.0073670240913812,4.473732830311668,0.5410896418564431,19.69349668620891,spirtus
