TVOC_AUC,TVOC_Mean,TVOC_Max,TVOC_Skew,TVOC_Kurtosis,TVOC_Decay,Label
1.533344949645155,0.0037858615094721972,2.15624500936991,2.145402104544568,3.8050839930839375,0.18167349358687185,butana
-58.98922890598388,-0.18894353699466326,0.6131922673139601,1.8990050494832167,2.5446214266475975,0.20120362719520432,butana
-4.225639080254787,-0.014489439813247839,1.9992513132271368,2.112536674701337,3.6018631498223552,0.13084093047824413,butana
0.4323955903101293,0.0003040885520386784,2.101969321204234,2.126913241041758,3.671345822326546,0.1706836410718839,butana
2.002931102162684,0.005269887113079399,2.190484345362276,2.081987453714514,3.4177401263434026,0.14977187375594536,butana
8.435179683233358,0.02570323304749068,2.347478041505049,2.110401638719735,3.560069892448862,0.1759041970198561,butana
-19.64353979360112,-0.06363515984949607,1.4476175666834663,1.9671674519649336,2.8114786114418164,0.17679597605929392,butana
11.474491408155707,0.035363516486324444,9.653391468142736,5.487185962056671,29.496115756222224,0.7345400856680996,spirtus
-33.92884258707015,-0.10843745486325534,1.1498621559054116,1.9843389522943211,2.903293991738013,0.21303898428179605,butana
-9.809821155898582,-0.032217404537055225,1.7022567765822456,1.9584187728548195,2.7563204133663133,0.19556887746898907,butana
7.830772979803619,0.024193873822348465,10.740934229144694,5.847655457036084,34.23825084638803,0.6783150905217484,spirtus
3.4489723922402646,0.009841552790822368,2.253383273703807,2.1342859135118846,3.665202771613502,0.1614194016658694,butana
5.831812063950686,0.01760665898407826,9.64476822796688,5.443099154057372,30.45110882606057,0.6240981901724957,spirtus
8.486973652628066,0.02578539736392002,2.3246518175101385,2.1587035433288726,3.863803650307097,0.16563630341751845,butana
-13.726547568714182,-0.04465145664123171,10.776188063981278,7.0617657911078116,53.003849319572254,0.45610015075458005,spirtus
-1.147179110137671,-0.004741579978460213,12.031630383701357,7.169822078201589,54.189593311966185,0.45813680687459096,spirtus
15.21804667166058,0.04710833311894066,10.599411640376248,5.535978747757537,31.511508880808037,0.6167140612937418,spirtus
9.784154992993038,0.030102594823446342,11.12111767101548,5.858094795852967,34.87078917570509,0.6941524566916522,spirtus
