TCD_Max,TCD_AUC,TCD_Mean,TVOC_Skew,TVOC_Decay,TVOC_Kurtosis,Label
4.653725566521134,-48.90016365467521,-0.1559627067127078,2.145402104544568,0.1816734935868718,3.8050839930839375,butana
5.017746589087075,66.52797461778663,0.2120783601348026,1.8990050494832167,0.2012036271952043,2.544621426647597,butana
6.416042661783969,161.93826781659533,0.5143872106621874,2.112536674701337,0.1308409304782441,3.6018631498223552,butana
6.045575167138859,-27.78654569945526,-0.0903260833183431,2.126913241041758,0.1706836410718839,3.671345822326546,butana
6.633380863310338,936.9302115885488,2.9696369507070006,2.081987453714514,0.1497718737559453,3.417740126343402,butana
4.679409129884184,-62.490912300050965,-0.1993661292175619,2.110401638719735,0.1759041970198561,3.560069892448862,butana
7.909424197648651,-549.8644101294939,-1.7582634106194852,1.9671674519649336,0.1767959760592939,2.8114786114418164,butana
3.1582975315837,4.24650966505671,0.0131867565206331,5.487185962056671,0.7345400856680996,29.496115756222224,spirtus
4.59077013879557,44.63026719267967,0.1410170948246251,1.984338952294321,0.213038984281796,2.903293991738013,butana
6.2879574010680415,50.363956969731,0.1589286752484219,1.9584187728548197,0.195568877468989,2.7563204133663133,butana
3.65027590867352,92.8313479434582,0.2997897120255003,5.847655457036084,0.6783150905217484,34.23825084638803,spirtus
6.638471529753812,58.00204097157111,0.182439677025639,2.134285913511885,0.1614194016658694,3.665202771613502,butana
1.407185018744185,-84.99173312101755,-0.2733286055100175,5.443099154057372,0.6240981901724957,30.45110882606057,spirtus
6.538141912712095,60.32020000561253,0.1908746856247112,2.1587035433288726,0.1656363034175184,3.863803650307097,butana
2.1598617964643294,-48.41546260561272,-0.1544452309397913,7.061765791107812,0.45610015075458,53.003849319572254,spirtus
2.9800474623469126,199.07676599556171,0.6374833529245373,7.169822078201589,0.4581368068745909,54.189593311966185,spirtus
4.018031792047235,45.9533672150722,0.1454636159705552,5.535978747757537,0.6167140612937418,31.51150888080804,spirtus
3.625794663515712,20.407137799022884,0.0648450536559555,5.858094795852967,0.6941524566916522,34.87078917570509,spirtus
3.4999093893029927,-165.10584099709104,-0.5294195056778628,6.958682550581606,0.7292372757546732,51.04392104607914,spirtus
2.119136464916545,28.078912291848056,0.0893161971859217,5.667899677550388,0.6506932409469873,32.540900867178614,spirtus
6.911269856151786,-445.5220955182391,-1.4184926709079635,2.0397012461756034,0.1468743856439927,3.178038734474129,butana
2.77511616144911,-36.03135486047049,-0.1149966062143381,7.09196331935311,0.853619020725425,52.6697349245231,spirtus
4.24376063977189,12.23601699814596,0.0385253810269796,1.9500686762933488,0.1359563330305951,2.700340504808583,butana
2.4192555539357725,-43.39621523967885,-0.1414257463986661,6.33299181520572,0.897389779288744,42.08602869173942,spirtus
8.708454179366651,8.442446179622173,0.0264208373126372,2.1711122133744585,0.1592807785915599,3.836604736968946,butana
0.980669030744052,-199.75594872242016,-0.6374568072189419,6.602443582732051,0.7016359869804694,45.88863703283934,spirtus
3.1456859810478583,26.221202758556483,0.0830064832193892,5.798317444746819,0.6665809545968271,34.273781104197774,spirtus
1.1349494795912174,-110.32257118115928,-0.3510975497752221,6.1601401772968325,0.5799528021157654,41.12341089808914,spirtus
9.105321512050276,220.5786138754021,0.7011212367097447,2.0408038341613226,0.1761246658794122,3.21558585711222,butana
6.543744203923756,91.53777932360936,0.2918048151740118,2.1604769355235085,0.1727017887001056,3.756239879515892,butana
3.1492161919483577,-535.2861446633995,-1.7479773455981131,5.2795698311367865,0.6227512561191303,27.565001098782364,spirtus
3.9199789052239553,-75.14682070329351,-0.2394655731322638,5.703906874193557,0.9601876218280666,32.77858973066853,spirtus
4.873468404457987,-91.22222387289877,-0.2916716230067802,2.0305358869179435,0.2432041676920049,3.1345975566355264,butana
2.05239501390639,-215.4338711439199,-0.6878323758154846,5.912813672360767,0.8987023031714685,35.67164916130999,spirtus
2.3958998832679788,-26.634456790130045,-0.0855817501067085,5.535594753573196,0.6827611426825938,32.09752332303756,spirtus
9.3393898434964,148.1835434330149,0.4715258870882508,2.158574158450301,0.1967735042957483,3.885030797978135,butana
3.515693013401602,-12.524844954695745,-0.0401625928830411,5.4634474809783375,0.6145505187660749,31.372665717559777,spirtus
8.250908149175899,-10.740514669481946,-0.0348998809180132,2.1512268426126293,0.1751139063292786,3.816685855510696,butana
1.6517672391765794,-69.58202998424048,-0.2238015241441225,5.684489794435786,0.593331519193029,34.59879582671514,spirtus
5.080855504243094,116.55193177136194,0.3682114398876527,2.0555453835459927,0.1876871283397362,3.255774533313101,butana
2.728251332683065,-89.02367045334017,-0.2836235820334688,5.439170737763173,0.6293069774537492,29.63594278715196,spirtus
4.048140909655113,54.43627482118276,0.1744891340180147,1.973616788348083,0.1977769281921104,2.91162443615573,butana
9.934639680045018,757.5428004920802,2.401135860860012,2.055076371635854,0.1774774795001135,3.288686404449603,butana
6.676075950215648,-242.0896372164007,-0.7703149262211687,2.0994474066807705,0.1842151463628943,3.467102453703367,butana
3.9992040005779055,28.585588693303976,0.0913288323525054,2.0308754301920207,0.2080469773703286,3.1504851768010558,butana
3.428205178041409,-53.82163525300865,-0.1717215812072997,5.92705287626451,0.664905708717727,36.2218975877263,spirtus
5.700944723287253,-51.261271450806575,-0.1652326228765825,2.0736378320305144,0.2274096711353695,3.409578115546931,butana
5.918001531191117,-2.2327698180754183,-0.0078806962948495,2.138477654556507,0.1911083075028835,3.74936853649465,butana
4.155198392398503,190.507381547308,0.6044851007538696,7.36831674447417,0.3861884735609856,56.81471896872735,spirtus
3.5948925275171417,27.559152689845615,0.0872879704263183,7.144989915502599,0.7172466679157028,53.56373627701552,spirtus
1.382985167208883,-71.43862566506098,-0.2316042372055436,7.04792977879991,0.704405999234739,52.23271132712699,spirtus
1.5210726921428903,-4.376373134630789,-0.0154480539339385,6.232362130595601,0.5808685190199089,42.22917759751453,spirtus
5.482839084608601,29.774014148890004,0.09368767514962,2.09188329719335,0.1800580573327583,3.521814559443465,butana
5.971926781758159,84.06176472341211,0.2672547287854523,2.1054661873532337,0.1618549281297022,3.581970393522159,butana
3.307308245318527,-83.0967277450248,-0.2647705341668539,5.210829400617407,0.7075227779962034,27.49421031454611,spirtus
6.929151141799965,217.39446543380552,0.6890062410381429,2.0847132385698863,0.1532427774247036,3.448800427642986,butana
3.908646416608586,-51.78161888699221,-0.1673955628260509,5.386719537655373,0.6371638986568166,28.595001323163213,spirtus
10.519503533799416,81.97117585196075,0.2598943312083046,2.16200687950062,0.1703526845292148,3.878611357327346,butana
2.3730046748915554,-135.97562891740614,-0.4330479809380025,5.538354020552234,0.6863758300294404,30.711931545265912,spirtus
2.652223892130292,-20.54155686623369,-0.0656832062759706,5.574956879833367,0.675135739918596,31.12191279096939,spirtus
3.823026011652281,15.916671696030445,0.0505502403499134,5.937414251794112,0.7527804578428161,36.144830079899926,spirtus
5.906899273721432,-25.639219778411665,-0.0839715178508417,2.0142164858716205,0.1799275241913376,3.094355559834882,butana
7.608307440331456,65.52130172389909,0.2083425217000817,2.0996532174263494,0.1701411801080478,3.5418451925435184,butana
3.892709305079522,-91.92059221577554,-0.2930226162867704,7.167522766102006,0.5192086259166595,54.24546463201747,spirtus
1.815282515089544,-107.75312817652193,-0.342112197607692,5.477589572399684,0.8487861127797823,29.442185716315574,spirtus
2.2480659064999826,-96.01976876465756,-0.3048957862461606,5.433552021289897,0.832139551480357,29.03544994647463,spirtus
1.8552148282466363,-71.45714968746928,-0.2271238023778075,5.407801933933143,0.750111160755855,28.77852745454885,spirtus
4.371769156772589,-44.74184381689082,-0.1384336488123747,2.146680912059983,0.2073399336485701,3.7835466000237625,butana
6.8192797228315385,-3.2701023604963737,-0.0116333791383894,2.189720762765552,0.1578949680333371,4.012080758853442,butana
3.99595518329991,208.872525132282,0.6695384036629168,1.9424455197776933,0.1889526313561559,2.775212629067716,butana
2.7597929996418715,-19.743751578159262,-0.0643099877368878,7.408840606985099,0.7666252632796342,59.164800164860985,spirtus
5.894492373092867,71.89404920827528,0.2293581930799357,2.114470079737578,0.1421690225074515,3.61311175495665,butana
4.314774157596419,77.42091413848628,0.2485196031281357,1.951034258905624,0.1931137881486301,2.8372441839496334,butana
5.103392575281786,0.7876704197197597,0.0019976852609164,2.1106523225656137,0.1329601480327083,3.5649013333155475,butana
1.5837723074843613,-6.713285887926309,-0.0216013726180286,5.413731521579431,0.7089669611233711,28.85871518722872,spirtus
9.21877430439602,50.24657745728926,0.1596740232043631,2.1151705102003437,0.1653373228628037,3.673263775601507,butana
3.632113229402836,-98.79446336997287,-0.3137499709606894,5.456873526031778,0.6638330493339486,29.72250303616977,spirtus
1.7696711670055618,-277.0438131262837,-0.8953356266170279,5.442857946157853,0.8125710021445187,29.0919082394086,spirtus
7.703725459598565,170.7444806985432,0.5412345173471631,2.191213141191251,0.1680661970464777,4.055420339024902,butana
3.982959914187928,-31.89663104361909,-0.103635164824069,5.9017593675642335,0.7778592315477428,35.4286715501726,spirtus
