TCD_Max,TCD_AUC,TCD_Mean,Label
4.653725566521134,-48.90016365467521,-0.1559627067127078,butana
5.017746589087075,66.52797461778663,0.2120783601348026,butana
6.416042661783969,161.93826781659533,0.5143872106621874,butana
6.045575167138859,-27.78654569945526,-0.0903260833183431,butana
6.633380863310338,936.9302115885488,2.9696369507070006,butana
4.679409129884184,-62.490912300050965,-0.1993661292175619,butana
7.909424197648651,-549.8644101294939,-1.7582634106194852,butana
3.1582975315837,4.24650966505671,0.0131867565206331,spirtus
4.59077013879557,44.63026719267967,0.1410170948246251,butana
6.2879574010680415,50.363956969731,0.1589286752484219,butana
3.65027590867352,92.8313479434582,0.2997897120255003,spirtus
6.638471529753812,58.00204097157111,0.182439677025639,butana
1.407185018744185,-84.99173312101755,-0.2733286055100175,spirtus
6.538141912712095,60.32020000561253,0.1908746856247112,butana
2.1598617964643294,-48.41546260561272,-0.1544452309397913,spirtus
2.9800474623469126,199.07676599556171,0.6374833529245373,spirtus
4.018031792047235,45.9533672150722,0.1454636159705552,spirtus
3.625794663515712,20.407137799022884,0.0648450536559555,spirtus
3.4999093893029927,-165.10584099709104,-0.5294195056778628,spirtus
2.119136464916545,28.078912291848056,0.0893161971859217,spirtus
6.911269856151786,-445.5220955182391,-1.4184926709079635,butana
2.77511616144911,-36.03135486047049,-0.1149966062143381,spirtus
4.24376063977189,12.23601699814596,0.0385253810269796,butana
2.4192555539357725,-43.39621523967885,-0.1414257463986661,spirtus
8.708454179366651,8.442446179622173,0.0264208373126372,butana
0.980669030744052,-199.75594872242016,-0.6374568072189419,spirtus
3.1456859810478583,26.221202758556483,0.0830064832193892,spirtus
1.1349494795912174,-110.32257118115928,-0.3510975497752221,spirtus
9.105321512050276,220.5786138754021,0.7011212367097447,butana
6.543744203923756,91.53777932360936,0.2918048151740118,butana
3.1492161919483577,-535.2861446633995,-1.7479773455981131,spirtus
3.9199789052239553,-75.14682070329351,-0.2394655731322638,spirtus
4.873468404457987,-91.22222387289877,-0.2916716230067802,butana
2.05239501390639,-215.4338711439199,-0.6878323758154846,spirtus
2.3958998832679788,-26.634456790130045,-0.0855817501067085,spirtus
9.3393898434964,148.1835434330149,0.4715258870882508,butana
3.515693013401602,-12.524844954695745,-0.0401625928830411,spirtus
8.250908149175899,-10.740514669481946,-0.0348998809180132,butana
1.6517672391765794,-69.58202998424048,-0.2238015241441225,spirtus
5.080855504243094,116.55193177136194,0.3682114398876527,butana
2.728251332683065,-89.02367045334017,-0.2836235820334688,spirtus
4.048140909655113,54.43627482118276,0.1744891340180147,butana
9.934639680045018,757.5428004920802,2.401135860860012,butana
6.676075950215648,-242.0896372164007,-0.7703149262211687,butana
3.9992040005779055,28.585588693303976,0.0913288323525054,butana
3.428205178041409,-53.82163525300865,-0.1717215812072997,spirtus
5.700944723287253,-51.261271450806575,-0.1652326228765825,butana
5.918001531191117,-2.2327698180754183,-0.0078806962948495,butana
4.155198392398503,190.507381547308,0.6044851007538696,spirtus
3.5948925275171417,27.559152689845615,0.0872879704263183,spirtus
1.382985167208883,-71.43862566506098,-0.2316042372055436,spirtus
1.5210726921428903,-4.376373134630789,-0.0154480539339385,spirtus
5.482839084608601,29.774014148890004,0.09368767514962,butana
5.971926781758159,84.06176472341211,0.2672547287854523,butana
3.307308245318527,-83.0967277450248,-0.2647705341668539,spirtus
6.929151141799965,217.39446543380552,0.6890062410381429,butana
3.908646416608586,-51.78161888699221,-0.1673955628260509,spirtus
10.519503533799416,81.97117585196075,0.2598943312083046,butana
2.3730046748915554,-135.97562891740614,-0.4330479809380025,spirtus
2.652223892130292,-20.54155686623369,-0.0656832062759706,spirtus
3.823026011652281,15.916671696030445,0.0505502403499134,spirtus
5.906899273721432,-25.639219778411665,-0.0839715178508417,butana
7.608307440331456,65.52130172389909,0.2083425217000817,butana
3.892709305079522,-91.92059221577554,-0.2930226162867704,spirtus
1.815282515089544,-107.75312817652193,-0.342112197607692,spirtus
2.2480659064999826,-96.01976876465756,-0.3048957862461606,spirtus
1.8552148282466363,-71.45714968746928,-0.2271238023778075,spirtus
4.371769156772589,-44.74184381689082,-0.1384336488123747,butana
6.8192797228315385,-3.2701023604963737,-0.0116333791383894,butana
3.99595518329991,208.872525132282,0.6695384036629168,butana
2.7597929996418715,-19.743751578159262,-0.0643099877368878,spirtus
5.894492373092867,71.89404920827528,0.2293581930799357,butana
4.314774157596419,77.42091413848628,0.2485196031281357,butana
5.103392575281786,0.7876704197197597,0.0019976852609164,butana
1.5837723074843613,-6.713285887926309,-0.0216013726180286,spirtus
9.21877430439602,50.24657745728926,0.1596740232043631,butana
3.632113229402836,-98.79446336997287,-0.3137499709606894,spirtus
1.7696711670055618,-277.0438131262837,-0.8953356266170279,spirtus
7.703725459598565,170.7444806985432,0.5412345173471631,butana
3.982959914187928,-31.89663104361909,-0.103635164824069,spirtus
