Time (s),TCD (mV),TVOC (ppb)
0.2000000000000028,-17.504031620553576,2.651044607566343
0.5399999999999991,-14.944172783738193,3.1219649915302066
0.759999999999998,-12.60395732414056,3.525543106778803
0.9699999999999988,-10.48338524176068,3.8617789533121334
1.2999999999999972,-8.58245653659855,4.130672531130196
1.509999999999998,-6.901171208654173,4.332223840232993
1.7299999999999969,-5.439529257927546,4.466432880620524
2.0600000000000023,-4.1975306844186715,4.533299652292788
2.270000000000003,-3.1751754881275467,4.532824155249785
2.5,-2.3724636690541736,4.465006389491515
2.719999999999999,-1.7893952271985387,4.329846355017916
3.049999999999997,-1.9000457665905615,3.832951945080035
3.270000000000003,-2.24534161490696,3.1922196796338205
3.479999999999997,-2.7842791762014927,2.463550179797283
3.8100000000000014,-3.385678326250578,2.101340307289933
4.030000000000001,-3.9416541353385606,1.7930696305982086
4.350000000000001,-4.359065053939405,1.5616214449166164
4.579999999999998,-4.5552566198106454,1.429879045439665
4.799999999999997,-4.481500490356553,1.1500490356325428
5.039999999999999,-4.213762667538626,0.9029094475318599
5.359999999999999,-3.7129552141224145,0.7015364498201924
5.579999999999998,-2.8615168355673326,0.5590062111801161
5.799999999999997,-1.7940536122917803,0.39816933638443347
6.119999999999997,-0.5191271657405727,0.28473357306308833
6.350000000000001,0.9298398169334549,0.2285060477280123
6.57,2.6196175220658136,0.18339326577312576
6.890000000000001,4.448525661980801,0.06570774762994346
7.109999999999999,6.391369728669268,-0.012749264465511417
7.32,8.406355017979479,-0.051977770513238875
7.649999999999999,10.532788492971285,0.003922850604772744
7.869999999999997,12.78108532200035,0.06799607714939422
8.090000000000003,14.998443935926433,0.14351095129126953
8.32,17.13121608368712,0.23373651520104266
8.64,19.17070611310843,0.3419418110493575
8.86,21.17000326904167,0.381170317097085
9.18,23.126629617521456,0.4073226544622366
9.409999999999997,25.026207911081446,0.42039882314481236
9.630000000000004,26.82051977770449,0.19679633867276597
9.85,28.49827394573328,0.08434128800261395
10.170000000000002,30.054543968616485,0.06995750245178058
10.39,31.55593331153901,0.14056881333768995
10.6,33.20268715266351,0.5067015364498128
10.93,35.120686498855115,0.8074534161490564
11.18,37.07171297809667,1.042824452435421
11.4,38.94975809087862,1.2128146453089066
11.61,40.630421706439215,1.0938215102974667
11.939999999999998,42.22714612618424,1.123896698267391
12.159999999999997,43.97664923177426,1.2373324615887362
12.479999999999997,45.78994769532442,1.4243216737495703
12.700000000000005,47.45859104282357,1.6750572082379618
12.909999999999997,48.912128146452154,1.889506374632205
13.15,49.84183393265677,2.110493625367736
13.47,50.21018633540277,2.3249427917619796
13.689999999999998,50.336528277213816,2.5756783262503706
13.909999999999997,50.19431840470645,2.762667538411205
14.229999999999997,49.77779339653382,2.8761033017325497
14.450000000000005,48.856387708400504,2.9061784897024747
14.670000000000002,47.20695325269607,2.8430859758090463
15.0,44.80626348479811,3.0379208891794263
15.21,41.95679306962968,3.270349787512211
15.43,38.7761588754486,3.543641712978045
15.759999999999998,35.56301078783831,4.028767571101608
15.979999999999997,32.30859758090803,4.107224583197063
16.21,28.77653154625626,4.0026152337364564
16.54,25.2145210853214,3.714939522719788
16.75,21.890071918927173,3.2441974501470594
16.97,19.169424648577476,2.9512912716573605
17.299999999999997,17.126900948021778,2.625694671461223
17.520000000000003,15.57348806799567,2.2804838182412217
17.729999999999997,-9.516332134684564,1.9287348806799325
18.06,-52.74045766590328,1.5835240274599307
18.28,-96.33625694671326,1.2579274272637933
18.49,-100.51923831317276,0.9650212487740949
18.73,-61.542647924157336,-2626.499509643636
19.05,13.173710362863476,-3794.4302059496013
19.270000000000003,116.699784243215,-3656.399803857416
19.6,242.48777705132036,-2366.0369401764933
19.81,384.85601176854607,805.7005557371574
20.03,538.9379078130028,4332.140568813274
20.36,723.758041843729,8111.272638116912
20.57,928.9222621771682,12041.086302713127
20.79,1131.6707289963872,17131.6580581887
21.01,1287.158107224564,21550.793723438717
21.340000000000003,1386.811618175854,25261.67505720787
21.57,1432.7948218371803,28227.316116377486
21.78,1427.0158548545064,30702.364498201576
22.11,1370.795760052284,32196.182085648434
22.33,1264.8074239947507,32688.83752860364
22.55,1109.23993461914,32282.318731611165
22.87,904.306675384099,30767.04217064355
23.090000000000003,688.6567342268612,28130.20627656055
23.31,491.17911735860656,24359.00948022194
23.630000000000003,332.29220987250227,19510.749591369444
23.87,193.6621477607031,13463.58156260196
24.08,72.5677803203649,10449.224256292751
24.41,-26.27051977770492,8023.073553448721
24.629999999999995,-97.94282445243412,6271.457012095363
24.840000000000003,-137.34291271657213,5341.5142203333635
25.379999999999995,-139.16783916312323,3955.7231121280884
25.620000000000005,-98.44927754167887,3122.5740438051184
25.94,-48.88223602484407,2890.457992808064
26.16,-14.398810068649748,3356.668192219631
26.379999999999995,-10.580578620464108,2840.488394900253
26.92,-13.80255312193519,2459.916639424612
27.14,-16.710627656096637,2248.2023537103296
27.47,-19.011677018633392,2238.5949656750245
27.680000000000007,-20.694462242562714,2004.0905524680973
27.90000000000001,-22.008156260215586,1836.2566198103684
28.230000000000004,-23.193318077802992,1751.8993135011183
28.450000000000003,-24.250258254331246,1571.0428244524123
28.680000000000007,-25.263756129453803,1435.7920889179259
28.89,-26.20837855508305,1339.4756456358089
29.44,-27.047508989865676,1292.3844393592487
29.760000000000005,-27.760271330499847,1191.6665576985768
29.980000000000004,-28.732628309904918,1122.8365478914511
30.19,-29.77374959136937,1077.7381497221156
30.430000000000007,-31.004540699574658,1002.2902909447384
30.75,-32.47512258908104,938.6976135992015
30.97,-34.0266590389012,895.9038901601698
31.180000000000007,-35.61642039882272,871.5671788165939
31.510000000000005,-37.32886564236641,821.5711016671994
31.739999999999995,-39.06917620137253,779.2278522392824
31.96,-40.7077378228174,750.5701209545492
32.290000000000006,-42.20589081399097,706.5779666557594
32.5,-43.54150375939798,666.3893429225138
32.72,-44.697025171624205,632.204315135656
33.040000000000006,-45.6321216083682,610.0241909120538
33.260000000000005,-46.391788166066846,579.2638117031624
33.480000000000004,-47.03241909120571,552.1876430205868
33.8,-47.52754821837144,530.6067342268638
34.03,-47.778479895390035,519.0712651193124
34.239999999999995,-47.92901274926382,498.1690094802149
34.58,-48.185966001960786,479.7659365805748
34.8,-48.51944753187252,465.21869892120924
35.010000000000005,-48.91456031382742,457.89637136318385
35.34,-49.30582216410521,441.1379535795947
35.56,-49.75429225236935,425.1019941157178
35.790000000000006,-50.28504740111079,410.72343903235753
36.11,-50.8873389996724,401.50866296174627
36.33,-51.51450147106828,387.26479241581643
36.55,-52.13284733572989,373.2350441320638
36.870000000000005,-52.43210199411492,360.2464857796613
37.09,-52.20644655115973,350.30009807126
37.31999999999999,-51.52514220333376,337.5246812683834
37.64,-50.296822491009515,325.65805818894586
37.86,-48.54968290290886,315.419418110489
38.08,-46.30865315462514,308.42236024844266
38.3,-43.51825106243823,297.8594311866579
38.620000000000005,-40.24498202026763,288.0810722458277
38.84,-36.59278522392902,279.6364825106203
39.17,-32.7231938542004,274.1928734880639
39.510000000000005,-28.976871526642427,266.13926119646555
39.72,-25.525289310231862,258.66917293232706
39.94,-22.226933638443704,252.23700555736798
40.16,-19.29133703824759,248.3033671134321
40.370000000000005,-16.826704805491833,242.50931677018275
40.7,-14.908787185354601,237.2628309905163
40.93000000000001,-13.64742399476952,232.95946387708057
41.14,-13.022324288983354,231.0568813337658
41.36,-12.956724419744967,226.14808761032685
41.68000000000001,-13.335374305328436,221.1118012422328
41.91,-14.046250408630161,216.25531219352413
42.13,-15.064292252369938,212.55671788165753
42.45,-16.555796011768393,207.3850931676988
42.67,-18.35792742726358,202.1922196796309
42.89,-20.354691075514623,197.25596600195854
43.21,-22.465871199738196,193.30140568813056
43.43000000000001,-24.59579274272609,188.46714612618229
43.66,-26.723916312520153,183.89931350114148
43.98,-28.769614253023594,179.84962406014773
44.2,-30.728270676691434,176.8492971559307
44.42,-32.541948349133435,172.91075514873887
44.760000000000005,-34.15652173913018,169.35469107551236
44.97,-35.36007191892748,166.38378555083116
