Time (s),TCD (mV),TVOC (ppb)
0.2999999999999971,-0.20617252526063998,-0.33815402385169857
0.5200000000000031,-0.20494462581698697,-0.33815402385169857
0.75,-0.20151673987012766,-0.33815402385169857
1.0799999999999983,-0.19770513534712342,-0.33815402385169857
1.2899999999999991,-0.1970144419100705,-0.33815402385169857
1.509999999999998,-0.19476329293004194,-0.33815402385169857
1.840000000000004,-0.19310051243343104,-0.3333351543416619
2.049999999999997,-0.19356097472480122,-0.3333351543416619
2.270000000000003,-0.19130982574477032,-0.3333351543416619
2.6000000000000014,-0.18806100846677612,-0.3333351543416619
2.8200000000000003,-0.18427498518218188,-0.11039903332470268
3.049999999999997,-0.18250987973193344,-0.11039903332470268
3.369999999999997,-0.18176802381806056,-0.11039903332470268
3.5900000000000034,-0.18222848610943074,-0.11039903332470268
3.8100000000000014,-0.18179360505647055,1.050694893883078
4.130000000000003,-0.184479635089457,1.050694893883078
4.350000000000001,-0.1868586902615331,1.050694893883078
4.57,-0.18731915255290327,1.050694893883078
4.909999999999997,-0.18690985273835303,2.1133824332016893
5.119999999999997,-0.18949355781770424,2.1133824332016893
5.340000000000003,-0.19125866326795268,2.1133824332016893
5.560000000000002,-0.19125866326795268,2.1133824332016893
5.890000000000001,-0.1921028441354631,2.347478041505049
6.100000000000001,-0.1921284253738731,2.347478041505049
6.32,-0.19189819422818802,2.347478041505049
6.649999999999999,-0.1914121506984102,2.347478041505049
6.869999999999997,-0.19325399986388622,2.2046873291813314
7.090000000000003,-0.19458422426117677,2.2046873291813314
7.420000000000002,-0.19688653571802298,2.2046873291813314
7.640000000000001,-0.19877954736031894,2.2046873291813314
7.850000000000001,-0.20312835788992092,1.9051565454258945
8.18,-0.20571206296927214,1.9051565454258945
8.409999999999997,-0.2075283308963382,1.9051565454258945
8.619999999999997,-0.2091399489161338,1.9051565454258945
8.950000000000003,-0.21008645473727944,1.5310600966204169
9.170000000000002,-0.21139109789616004,1.5310600966204169
9.380000000000004,-0.21047017331342202,1.5310600966204169
9.71,-0.21075156693592473,1.5310600966204169
9.939999999999998,-0.21105854179683972,1.353522798882224
10.159999999999997,-0.2126189973398107,1.353522798882224
10.479999999999997,-0.21041901083660441,1.353522798882224
10.700000000000005,-0.20967715492272923,1.353522798882224
10.920000000000002,-0.20711903108178797,1.2059132170484694
11.240000000000002,-0.20287254550582587,1.2059132170484694
11.46,-0.19627258599619762,1.2059132170484694
11.68,-0.19026099496998478,1.2059132170484694
12.0,-0.18573311577151996,1.0608398823252605
12.22,-0.18158895514919543,1.0608398823252605
12.450000000000005,-0.17928664369234923,1.0608398823252605
