TVOC_AUC,TVOC_Mean,TVOC_Max,TVOC_Skew,TVOC_Kurtosis,TVOC_Decay,Label
1.1594285759657836,0.0029855296175043122,2.1014667147973958,2.0834392197518046,3.5337416856019246,0.1601223820995083,propana
-59.09867732267148,-0.18917137586048238,0.621986884501161,1.8680728465196785,2.452035713507878,0.17093423966398083,propana
-4.321514376590883,-0.014590669654545455,2.006724578005008,2.064347492581257,3.3958687562105805,0.1518533102271959,propana
0.0845491370439504,-0.0004414890353993146,2.056951059358496,2.0695615461635084,3.4263182603708717,0.17031455528282893,propana
1.6311456501562631,0.004409720775228046,2.1701853311802264,2.033933313248641,3.2232035072304974,0.1736084551502008,propana
8.31135508544132,0.025551325904898215,2.3428787202901256,2.0745395046200725,3.422808634101555,0.15280634911307553,propana
-19.856697739461012,-0.06406870879697332,1.451246414788519,1.935271205987335,2.718023837644842,0.1579980828380783,propana
11.47480083949705,0.035363535437401825,8.03310680949753,4.545115980906959,20.33702497842311,0.5161069398000194,spirtus
-34.12405017598027,-0.10885172905833507,1.1820700897906784,1.9548034570583932,2.825924883789966,0.15778293539667126,propana
-9.718622035497134,-0.03187956200331949,1.6872953230486372,1.933154995150478,2.6924062133846487,0.16753857564808824,propana
7.831222364892099,0.02419420225683595,7.526465207838476,4.498861631394895,19.914521877945273,0.5058829531818397,spirtus
3.3589033335219654,0.009765157137538113,2.2693877474612987,2.0912831986651352,3.487582031864698,0.15873205402414947,propana
5.830216223409266,0.017603025782078088,7.1924393906049335,4.420521723157195,19.227676126335425,0.5295849364886808,spirtus
8.398810133368926,0.025713144111496847,2.3132629984320108,2.1050611067611626,3.607526793758014,0.1814251213944586,propana
-13.726543197045281,-0.04465118816756188,6.093842853825776,4.433202205772404,19.363850585668402,0.5150218575435371,spirtus
-1.1474394431028756,-0.004741377484322357,6.727654489012593,4.462152470349663,19.56885667097146,0.5659442455895182,spirtus
15.218320247768432,0.047108832683872955,7.856202039683705,4.4737328303116675,19.69349668620891,0.5410896418564431,spirtus
